npi,nppes_provider_last_org_name,nppes_provider_first_name,nppes_provider_city,nppes_provider_state,specialty_description,description_flag,drug_name,generic_name,bene_count,total_claim_count,total_30_day_fill_count,total_day_supply,total_drug_cost,bene_count_ge65,bene_count_ge65_suppress_flag,total_claim_count_ge65,ge65_suppress_flag,total_30_day_fill_count_ge65,total_day_supply_ge65,total_drug_cost_ge65,years_of_exp
-1873999622,KULTGEN,BONNIE,YAKIMA,WA,Nurse Practitioner,S,PHENYTOIN SODIUM EXTENDED,PHENYTOIN SODIUM EXTENDED,,12,12,360,446.5,,*,12,,12,360,446.5,50
-1783148018,TANNOUS,JOSEPH,FRESNO,CA,Emergency Medicine,S,TRAZODONE HCL,TRAZODONE HCL,,12,12.1,292,116.74,,*,,*,,,,36
-1430421067,SICILIA,GAIL,NEW HAVEN,CT,Nurse Practitioner,S,ARIPIPRAZOLE,ARIPIPRAZOLE,,12,12,335,6607.54,0,,0,,0,0,0,36
-2046764987,MASHCHAK,CLARISSA,OOLTEWAH,TN,Obstetrics & Gynecology,S,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,12,14,14,320,1709.91,12,,14,,14,320,1709.91,42
-1915150856,SAGAR,SHUSHIL,PARKVILLE,MD,Internal Medicine,S,VANCOMYCIN HCL,VANCOMYCIN HCL,12,36,36,119,1711.26,,*,23,,23,74,926.16,46
-1743601558,YATCO,RUBEN,WILLISTON PARK,NY,General Surgery,S,HALOPERIDOL,HALOPERIDOL,,85,85,2203,3907.28,0,,0,,0,0,0,46
2147228257,TIMSON,KATRINA,NEWARK,OH,Family Practice,S,CLONAZEPAM,CLONAZEPAM,,12,12,300,54.79,,*,,*,,,,30
-1349566718,ALSHAYEB,HALA,HUNTINGTON,WV,Nephrology,S,RANITIDINE HCL,RANITIDINE HCL,,13,25,750,124.6,,*,,*,,,,36
-1854838768,AMICK,JONN,LIBERTY,MO,Family Practice,S,LABETALOL HCL,LABETALOL HCL,,49,77.1,2197,2219.65,,*,37,,65,1846,1757.47,42
-1501150569,THOMPSON,JOYCE,JONESVILLE,VA,Nurse Practitioner,S,TRIHEXYPHENIDYL HCL,TRIHEXYPHENIDYL HCL,,20,20,600,188.67,,*,,*,,,,54
-1783084713,SCHOCK,THEODORE,ROCKFORD,IL,General Practice,S,METOPROLOL TARTRATE,METOPROLOL TARTRATE,,34,74,2220,240.42,,#,,#,,,,49
-1309288898,DAVIS,DAVID,YOUNGSTOWN,OH,Family Practice,S,MELOXICAM,MELOXICAM,,29,41,1230,158.34,,#,,#,,,,53
-1329525932,KERAMATI,MICHAEL,ENCINO,CA,General Practice,S,AMOXICILLIN-CLAVULANATE POTASS,AMOXICILLIN/POTASSIUM CLAV,13,22,22,192,422.26,,#,,#,,,,53
-2086044837,SHEIKH,FIRDOS,ELK GROVE,CA,Neurology,S,MORPHINE SULFATE ER,MORPHINE SULFATE,,12,12,360,1373.09,0,,0,,0,0,0,36
-1591093058,KENDRICK,JAMES,HOUSTON,TX,Orthopedic Surgery,S,CELECOXIB,CELECOXIB,13,67,79,2370,4762.53,,#,,#,,,,44
-1430515520,EWING,GARY,COLUMBIA,SC,Geriatric Medicine,S,GLIPIZIDE ER,GLIPIZIDE,,24,24,720,270.6,,*,24,,24,720,270.6,53
-1460621873,BELAYNEH,DANIEL,MISSION HILLS,CA,Family Practice,S,ALENDRONATE SODIUM,ALENDRONATE SODIUM,,43,91.1,2716,418.99,,#,,#,,,,55
-1591141082,NELSON,LESLIE,DESOTO,TX,Internal Medicine,S,VESICARE,SOLIFENACIN SUCCINATE,,12,14,390,3723.56,,*,,*,,,,47
-2016373263,DELACRUZ,EDGAR,DOVER,OH,Obstetrics & Gynecology,S,DOXAZOSIN MESYLATE,DOXAZOSIN MESYLATE,,13,13,390,314.62,,*,13,,13,390,314.62,45
-1814429351,SEN,SREEROOP,HARTWELL,GA,Internal Medicine,S,VENLAFAXINE HCL,VENLAFAXINE HCL,,45,53,785,901.66,,*,45,,53,785,901.66,41
-1541654034,FINEBURG,STEVEN,MOSS POINT,MS,Family Practice,S,CLOPIDOGREL,CLOPIDOGREL BISULFATE,26,86,220,6600,1611.89,,#,,#,,,,35
-1551555857,MCCORMICK,WILLIAM,BRISTOL,TN,Family Practice,S,CLOPIDOGREL,CLOPIDOGREL BISULFATE,37,143,305,9137,1867.65,,#,88,,220,6587,1345.28,34
-1632547368,COX,MATTHEW,LAS VEGAS,NV,Dentist,T,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,12,14,14,42,93.46,,#,,#,,,,54
-1379770197,TOYOS-OLASCOAGA,VALERIO,MIAMI,FL,Internal Medicine,S,MEGESTROL ACETATE,MEGESTROL ACETATE,,27,27,762,705.07,,*,27,,27,762,705.07,54
2096869055,ALVA,RAKESH,GREENSBORO,NC,Pulmonary Disease,S,SPIRIVA,TIOTROPIUM BROMIDE,25,117,141,4230,46586.5,,#,94,,118,3540,38909.33,45
-1440601260,WINKLER,JERRY,GREEN BAY,WI,Hematology,S,TAMOXIFEN CITRATE,TAMOXIFEN CITRATE,21,78,189.9,5697,3389.91,,#,66,,177.7,5331,3196.11,34
-1945667389,MUUSE,WILLIAM,ROCHESTER,NY,Hematology-Oncology,S,ONDANSETRON HCL,ONDANSETRON HCL,31,88,88,431,614.27,,#,63,,63,331,451.64,50
-1561572865,RUMI,MOHAMMAD,BATAVIA,NY,Internal Medicine,S,METOLAZONE,METOLAZONE,,15,19,570,747.34,,*,,*,,,,32
-1804314885,HIGHTOWER,RICHARD,SAVANNAH,GA,Family Practice,S,GABAPENTIN,GABAPENTIN,61,449,497.3,10014,4890.37,,#,416,,458.3,9145,4556.67,36
-1591870785,HOOKS,BERTINA,ROSEVILLE,CA,Internal Medicine,S,VENTOLIN HFA,ALBUTEROL SULFATE,25,27,29.4,644,1123.22,,#,,#,,,,52
-1723512916,ZAMPANI,RATNA,LIVONIA,MI,Internal Medicine,S,LISINOPRIL,LISINOPRIL,123,462,1151,34460,3316.94,,#,,#,,,,40
-1632656062,DAVIDSON,ROBERT,CONCORD,CA,Internal Medicine,S,METOPROLOL TARTRATE,METOPROLOL TARTRATE,13,19,46,1365,165.12,13,,19,,46,1365,165.12,53
2026276973,MALKIN,BENJAMIN,ELMHURST,NY,Otolaryngology,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,12,31,34,1020,303.73,,#,,#,,,,47
-1753647609,SAM-VOGELSANG,CYNTHIA,ROSWELL,NM,Nurse Practitioner,S,JANUVIA,SITAGLIPTIN PHOSPHATE,,30,30,900,11133.81,,*,,*,,,,47
-1581008265,AIELLO,RONALD,AUSTINTOWN,OH,Family Practice,S,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,72,322,628,18840,1985.27,,#,285,,585,17550,1886.46,46
-1602279059,BOWEN,STEPHEN,SYLACAUGA,AL,Internal Medicine,S,ZONISAMIDE,ZONISAMIDE,,12,12,360,164.85,0,,0,,0,0,0,47
-2016422426,STANEK,VERONICA,KENSINGTON,CT,Physician Assistant,S,CRESTOR,ROSUVASTATIN CALCIUM,11,27,64.8,1931,13235.3,,#,,#,,,,41
-2107196105,HATA,SUSAN,BOSTON,MA,Internal Medicine,S,OMEGA-3 ACID ETHYL ESTERS,OMEGA-3 ACID ETHYL ESTERS,,11,11,330,1540.52,,*,11,,11,330,1540.52,54
-1349506367,RAGLE,NATHAN,SALT LAKE CITY,UT,Internal Medicine,S,CELECOXIB,CELECOXIB,12,40,90,2700,5584.6,,#,,#,,,,34
-1410248636,ENGEL,ROBERT,CLEVELAND,OH,Optometry,S,RESTASIS,CYCLOSPORINE,,11,27,810,10866.72,,*,11,,27,810,10866.72,41
-1450336201,SWEETEN,SHARON,THE WOODLANDS,TX,Nurse Practitioner,S,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,33,93,181,5430,2679.97,33,,93,,181,5430,2679.97,46
2096877543,SEKHON,SATPREET,SACRAMENTO,CA,Nephrology,S,PREDNISONE,PREDNISONE,,27,64.3,1844,727.61,,#,,#,,,,33
2056636739,LANGE,TRACY,BASSETT,VA,Nurse Practitioner,S,FLUCONAZOLE,FLUCONAZOLE,,25,25,74,142.64,,*,,*,,,,35
-1309276976,CIURASH,JOHN,CHESTER,VA,Family Practice,S,CIPROFLOXACIN HCL,CIPROFLOXACIN HCL,25,44,45.2,563,629.16,,#,,#,,,,30
-1551577190,PEWITT,CHARLES,JACKSON,MO,Family Practice,S,ALFUZOSIN HCL ER,ALFUZOSIN HCL,,13,15,450,171.38,,*,13,,15,450,171.38,53
-1359838412,PERRYMAN,JOHN,KANSAS CITY,MO,Internal Medicine,S,AMLODIPINE-VALSARTAN,AMLODIPINE/VALSARTAN,,14,40,1200,1124.27,,*,14,,40,1200,1124.27,34
-1581040888,VARGAS,MICHAEL,TEMECULA,CA,Cardiovascular Disease (Cardiology),S,TOPROL XL,METOPROLOL SUCCINATE,,13,36,1080,990.63,,*,13,,36,1080,990.63,35
-1652842846,HULL,BRYAN,GRAND RAPIDS,MI,Internal Medicine,S,BENAZEPRIL HCL,BENAZEPRIL HCL,,11,33,990,146.74,,*,,*,,,,41
-1299228244,HEMBERG,ERIC,OPELIKA,AL,Family Practice,S,MINOXIDIL,MINOXIDIL,,20,31.9,957,702.42,,*,20,,31.9,957,702.42,42
-1895956480,DOGUET,SARA,JENNINGS,LA,Family Practice,S,CLONAZEPAM,CLONAZEPAM,,22,22,660,100.28,,*,,*,,,,54
-1591074470,SADOWSKI,EDMUND,GARFIELD HEIGHTS,OH,Emergency Medicine,S,METHYLPREDNISOLONE,METHYLPREDNISOLONE,16,17,21,270,506,,#,,#,,,,43
-1379684561,FRANCONERI,JASON,BELCHERTOWN,MA,Physician Assistant,S,OXYBUTYNIN CHLORIDE ER,OXYBUTYNIN CHLORIDE,,19,19,570,558.58,,*,,*,,,,43
-1480041409,COLEMAN,GREGORY,MIAMI,FL,Internal Medicine,S,TIZANIDINE HCL,TIZANIDINE HCL,,17,25,503,143.26,0,,0,,0,0,0,51
-1299140812,WALLACE,DANYALE,CHICAGO,IL,Emergency Medicine,S,ONDANSETRON ODT,ONDANSETRON,23,23,23,162,274.95,,#,,#,,,,44
-1783149808,YOUNG,MATTHEW,ASHEVILLE,NC,Urology,S,RAPAFLO,SILODOSIN,,15,23,690,4674.91,,#,,#,,,,51
2096709605,CASTRO,JONATHAN,CORNWALL,NY,Endocrinology,S,EASY COMFORT PEN NEEDLES,"PEN NEEDLE, DIABETIC",22,92,119.4,3471,4761.87,,*,36,,48.7,1461,1922.81,51
-1682154494,HARRELL,FRANK,LOUISVILLE,KY,Family Practice,S,HYDROXYZINE HCL,HYDROXYZINE HCL,,15,15.2,350,254.38,0,,0,,0,0,0,54
-1460856453,VILLANUEVA,ELMO,ROCKY HILL,CT,Internal Medicine,S,LIDOCAINE,LIDOCAINE,,15,15,311,2776.31,,#,,#,,,,55
2107886905,FISHER,RAYMOND,CHICAGO,IL,Cardiovascular Disease (Cardiology),S,ZETIA,EZETIMIBE,17,62,128,3820,33619.4,,#,,#,,,,34
2137273520,PENA-DE LA VEGA,LOURDES,MANATI,PR,Nephrology,S,METOLAZONE,METOLAZONE,11,44,46,1380,1991.53,,#,,#,,,,42
-2056795550,STUDEMEISTER,ALEX,SAN JOSE,CA,Infectious Disease,S,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,17,17.2,446,365.56,,*,17,,17.2,446,365.56,31
-1511363292,FEGAN,SHANNON,MC CONNELLSBURG,PA,Family Practice,S,ALPRAZOLAM,ALPRAZOLAM,18,39,49,1431,222.35,,#,,#,,,,31
-1935544821,SHEIKH,MUSTAQ,NORWICH,NY,Geriatric Medicine,S,VENLAFAXINE HCL,VENLAFAXINE HCL,,12,12,360,307.95,,*,,*,,,,43
-1521464585,MILLSAPS,TONYA,TAYLORSVILLE,NC,Physician Assistant,S,MECLIZINE HCL,MECLIZINE HCL,,40,46,680,539.14,,#,,#,,,,36
-1581000395,VERMA,SUNIL,WARWICK,RI,Internal Medicine,S,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,11,103,103,2476,714.71,11,,103,,103,2476,714.71,53
-1703206052,CZARNECKI,STANLEY,NORWICH,NY,Internal Medicine,S,AZITHROMYCIN,AZITHROMYCIN,27,27,27,134,188.54,,#,,#,,,,36
-1632655484,CAREY,MARC,PORTLAND,OR,Family Practice,S,OMEPRAZOLE,OMEPRAZOLE,,47,72.3,2168,506.51,,*,25,,44,1320,313.65,53
-1632203292,CALTAGIRONE,RAISA,EAST NORRITON,PA,Physician Assistant,S,PROAIR HFA,ALBUTEROL SULFATE,,13,13.9,335,802.29,,#,,#,,,,45
-1430526871,YACOB,NASIM,ZEELAND,MI,Internal Medicine,S,OLANZAPINE,OLANZAPINE,,21,39,1170,580.16,,#,,#,,,,50
-1450724842,SCHOONOVER,YVONNE,ROCKFORD,IL,Nurse Practitioner,S,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,69,366,525,15750,1725.43,46,,258,,367,11010,1397.16,48
2117049377,STAUTER,ERINN,DENVER,CO,Psychiatry,S,BUPROPION XL,BUPROPION HCL,,43,49,1435,1076.48,,*,,*,,,,39
2016946782,SERIN,CRAIG,WILTON,CT,Internal Medicine,S,FENOFIBRATE,FENOFIBRATE NANOCRYSTALLIZED,,21,61,1830,1801.35,,*,21,,61,1830,1801.35,53
-1662938511,MANIGAT,MARC,WRENTHAM,MA,General Practice,S,PERPHENAZINE,PERPHENAZINE,,24,24,712,3891.24,,*,12,,12,356,1006.56,38
-1501023022,ASNANI,AARTI,BOSTON,MA,Cardiovascular Disease (Cardiology),S,LISINOPRIL,LISINOPRIL,,22,36,1080,95.99,,*,22,,36,1080,95.99,39
2056319552,ACKER,CHRISTOPHER,RICHMOND,VA,Nephrology,S,MINOXIDIL,MINOXIDIL,,31,41,1230,591.7,,#,,#,,,,51
-1622498339,BRENNEMAN,DOUGLAS,BROGUE,PA,Family Practice,S,LISINOPRIL-HYDROCHLOROTHIAZIDE,LISINOPRIL/HYDROCHLOROTHIAZIDE,36,193,329,9859,1160.83,,#,165,,283,8479,1036.86,53
-1763892309,NORRIS,ROBERT,AUSTIN,TX,Family Practice,S,RALOXIFENE HCL,RALOXIFENE HCL,,27,35,1050,2955.41,,*,27,,35,1050,2955.41,47
-1682151532,LANTIN,CHRISTINE,CHICAGO,IL,Physician Assistant,S,SERTRALINE HCL,SERTRALINE HCL,,17,24,720,195.32,,*,,*,,,,46
2107208480,GRUPE,KRISTY,PHOENIX,AZ,Nurse Practitioner,S,TRAZODONE HCL,TRAZODONE HCL,20,60,60,1777,919.09,,*,,*,,,,41
-1996242811,CUMMIN,DAVID,LOGAN,OH,Family Practice,S,DULOXETINE HCL,DULOXETINE HCL,38,201,259,7710,17980.23,,#,170,,228,6840,15329.68,35
-1884092310,HARLAN,MARY,KNOXVILLE,TN,Nurse Practitioner,S,TRIAMTERENE-HYDROCHLOROTHIAZID,TRIAMTERENE/HYDROCHLOROTHIAZID,,13,15,446,132.36,0,,0,,0,0,0,37
2117915884,BADIKA,NDOFUNSU,CHARLOTTE,NC,Internal Medicine,S,MELOXICAM,MELOXICAM,36,147,153,4540,542.1,17,,62,,68,2040,233.66,52
-1763678610,SUSAC-PAVIC,STELA,NORTH CHARLESTON,SC,Family Practice,S,ATENOLOL,ATENOLOL,,42,52,1467,348.44,,#,,#,,,,43
-1299023751,BHANDARKAR,NITHIN,PITTSBURGH,PA,Internal Medicine,S,ALENDRONATE SODIUM,ALENDRONATE SODIUM,,29,38,1073,228.04,,*,17,,26,737,156.04,31
-1511361643,TERRY,BRUCE,WAYNE,PA,Dentist,T,AMOXICILLIN,AMOXICILLIN,77,95,95,662,422.17,,#,,#,,,,49
-1329473957,MERKLER,MICHAEL,SANDUSKY,MI,Family Practice,S,LISINOPRIL-HYDROCHLOROTHIAZIDE,LISINOPRIL/HYDROCHLOROTHIAZIDE,21,79,191,5730,573.41,,#,62,,164,4920,507.27,53
-1359808506,ONG,MANUEL,CARTHAGE,MS,Internal Medicine,S,LYRICA,PREGABALIN,19,106,118,3191,34937.03,,#,76,,88,2307,24591.93,49
-1501043771,MYERS,PERCY,ANNA,IL,Anesthesiology,S,GLYCOPYRROLATE,GLYCOPYRROLATE,,24,24,659,740.5,0,,0,,0,0,0,34
2127077782,AUGELLI-HODOR,LINDA,BETHLEHEM,PA,Internal Medicine,S,LITHIUM CARBONATE,LITHIUM CARBONATE,,18,26,543,99.88,,*,,*,,,,48
2127088673,LEACH,STEPHEN,WILLIMANTIC,CT,Internal Medicine,S,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,,15,15,450,260.72,,*,15,,15,450,260.72,42
-1884066497,CROSSWELL,JAMES,BEAUFORT,NC,Family Practice,S,LANTUS,"INSULIN GLARGINE,HUM.REC.ANLOG",,36,36.3,1035,15321.67,,#,,#,,,,36
-2127454326,JOHNSON,STEVEN,AURORA,CO,Infectious Disease,S,CARISOPRODOL,CARISOPRODOL,,21,21,630,137.22,0,,0,,0,0,0,42
-1299878971,COOPER,MELISSA,MERRILLVILLE,IN,Physician Assistant,S,IBUPROFEN,IBUPROFEN,18,18,18,168,82.79,,#,,#,,,,42
-1349762323,WELCH,J,FORT WORTH,TX,Family Practice,S,PREDNISOLONE ACETATE,PREDNISOLONE ACETATE,21,31,35.5,946,2197.53,21,,31,,35.5,946,2197.53,37
-1420280891,DETAR NEWBERT,LEANNE,BASEHOR,KS,Family Practice,S,SIMVASTATIN,SIMVASTATIN,26,92,230,6900,736.43,,#,64,,160,4800,452.55,43
-1693210624,SINGH,PARMINDER,MARION,OH,Internal Medicine,S,TRIHEXYPHENIDYL HCL,TRIHEXYPHENIDYL HCL,,14,14,392,205.04,,*,14,,14,392,205.04,34
-2066712042,JOHNSON,SAMUEL,MARIETTA,GA,Nephrology,S,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,12,52,96,2880,1109.9,12,,52,,96,2880,1109.9,34
-1713318400,DJEN,SIMON,NEW YORK,NY,Family Practice,S,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,,18,36,1080,855.82,,#,,#,,,,32
2046304406,LIANG,KEITH,SACRAMENTO,CA,Ophthalmology,S,VALACYCLOVIR,VALACYCLOVIR HCL,,20,20.5,306,413.84,,*,20,,20.5,306,413.84,43
2066405283,SUTARIA,PERRY,MORRISTOWN,NJ,Urology,S,NITROFURANTOIN MONO-MACRO,NITROFURANTOIN MONOHYD/M-CRYST,40,53,53,420,1584.34,,#,,#,,,,50
-1794919735,JOSHI,JAY,MUNSTER,IN,General Practice,S,CARTIA XT,DILTIAZEM HCL,,14,14,386,274.09,,*,14,,14,386,274.09,45
-2066758095,NASSIF,GEORGE,CLINTON TWP,MI,Geriatric Medicine,S,DULOXETINE HCL,DULOXETINE HCL,40,249,271.1,7843,17594.22,,#,218,,240,6911,16549.03,50
-1733269003,FARAR,DALLIN,YUMA,AZ,Physician Assistant,S,OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,146,280,280.5,8235,18166.77,74,,130,,130.5,3795,8760.21,49
-2066867819,WILLIAMS,WALTER,CORVALLIS,OR,Family Practice,S,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,12,98,108,3129,1104.56,,*,45,,47,1410,354.8,51
-1753515097,LUNDQUIST-SMITH,LAYLA,PENSACOLA,FL,Family Practice,S,CLONIDINE HCL,CLONIDINE HCL,,39,59,1770,293.44,,#,,#,,,,36
-1359780612,OLENEK,CHRISTOPHER,VERO BEACH,FL,Family Practice,S,FAMCICLOVIR,FAMCICLOVIR,13,18,20,233,812.65,13,,18,,20,233,812.65,40
-1814079485,ERVIN,ALISON,JAMESTOWN,NC,Physician Assistant,S,INVOKANA,CANAGLIFLOZIN,,11,11,330,4296.84,0,,0,,0,0,0,53
-1420387217,GILBERG,RONALD,HUDSON,FL,Internal Medicine,S,AMOXICILLIN-CLAVULANATE POTASS,AMOXICILLIN/POTASSIUM CLAV,34,53,53,438,1190.24,23,,33,,33,259,537.44,48
-1693169943,HOGG,SUSAN,LANCASTER,PA,Family Practice,S,TOLTERODINE TARTRATE ER,TOLTERODINE TARTRATE,,22,30,900,5366.24,,#,,#,,,,44
-1349757556,JOSH,SANJIV,SYLVANIA,OH,Family Practice,S,ALENDRONATE SODIUM,ALENDRONATE SODIUM,,23,48.2,1436,216.13,,*,23,,48.2,1436,216.13,43
-1874925967,PAY,ADRIAN,PAMPA,TX,Internal Medicine,S,SPIRIVA,TIOTROPIUM BROMIDE,,49,59,1770,19583.36,,#,,#,,,,35
-2066827674,LOUISVILLE,TOMMY,WINTER HAVEN,FL,Emergency Medicine,S,LEVOFLOXACIN,LEVOFLOXACIN,14,16,16,133,142.53,,#,,#,,,,32
-1884117044,ULRICH,RUSSELL,PIEDMONT,AL,Family Practice,S,METOLAZONE,METOLAZONE,16,47,60.3,1774,1628.64,,#,,#,,,,31
-2097906919,CASEY,STEFANIE,WENATCHEE,WA,Nurse Practitioner,S,ALENDRONATE SODIUM,ALENDRONATE SODIUM,,29,29.6,839,322.9,,*,29,,29.6,839,322.9,42
-1996264658,MCCOY,HARRY,CHRISTIANSBURG,VA,Medical Oncology,S,PROMETHAZINE HCL,PROMETHAZINE HCL,11,13,13,82,94.11,,*,,*,,,,30
-1996245624,ZAWAIDEH,ZIAD,OMAHA,NE,Family Practice,S,KOMBIGLYZE XR,SAXAGLIPTIN HCL/METFORMIN HCL,,12,12,360,4347.72,,*,12,,12,360,4347.72,37
-1824439408,MEHTA,PRANAV,YUCAIPA,CA,Family Practice,S,RANITIDINE HCL,RANITIDINE HCL,30,118,205.1,6107,1734.67,,#,68,,140.3,4163,1064.05,42
2016058117,SYKES,GERARD,BRONX,NY,Internal Medicine,S,FELODIPINE ER,FELODIPINE,20,96,202,6060,4057.02,20,,96,,202,6060,4057.02,39
-1783782745,MAESTRO,CALVIN,HARRISVILLE,MI,Family Practice,S,OMEPRAZOLE,OMEPRAZOLE,72,231,482,14460,3165.76,35,,98,,262,7860,1948.79,34
-1551748619,SILVERMAN,STEVEN,COSTA MESA,CA,Internal Medicine,S,LORAZEPAM,LORAZEPAM,,17,17,100,82.03,0,,0,,0,0,0,34
-1783037904,JOYCE,KAREN,COOKEVILLE,TN,Nurse Practitioner,S,RIVASTIGMINE,RIVASTIGMINE TARTRATE,,16,20,600,2413.83,,*,16,,20,600,2413.83,49
-2026379146,MOSBURG,BURLEENE,COWETA,OK,Physician Assistant,S,PROMETHAZINE HCL,PROMETHAZINE HCL,,15,15,115,126.88,,#,,#,,,,39
-1824386409,REDDY,MURALIDHAR,BELVIDERE,NJ,Internal Medicine,S,METOLAZONE,METOLAZONE,,11,20,598,750.26,,*,11,,20,598,750.26,54
-1440525319,HUNKE,TAMMY,OMAHA,NE,Physician Assistant,S,WARFARIN SODIUM,WARFARIN SODIUM,,14,19.8,593,110.96,,*,14,,19.8,593,110.96,46
-1652807965,PIERRE-LOUIS,MICHAEL,MISSION,TX,Family Practice,S,HALOBETASOL PROPIONATE,HALOBETASOL PROPIONATE,,14,14,294,1402.29,,*,14,,14,294,1402.29,31
-1521427007,LEEKHA,DEEPAK,CICERO,IL,Internal Medicine,S,CARBIDOPA-LEVODOPA,CARBIDOPA/LEVODOPA,,12,12,360,129.19,,*,12,,12,360,129.19,36
-1743419811,SANDUSKY,JOSEPH,KING,NC,Nurse Practitioner,S,CEPHALEXIN,CEPHALEXIN,16,18,18,156,89.48,,*,,*,,,,34
-1703336023,DALY,ANNEMARIE,ANN ARBOR,MI,Internal Medicine,S,PROAIR HFA,ALBUTEROL SULFATE,20,82,101.2,2562,5613.33,,*,40,,43,947,2321.53,44
-1440377461,DEWAN,MOHIT,EDINA,MN,Ophthalmology,S,TIMOLOL MALEATE,TIMOLOL MALEATE,,18,34,1005,147.82,,*,18,,34,1005,147.82,43
2086681483,HERRON,LAUREL,JACKSONVILLE,FL,Physician Assistant,S,SIMVASTATIN,SIMVASTATIN,11,28,62,1860,128.53,,#,,#,,,,55
-1389137587,JOHNSON,KEITH,LEWISBURG,PA,Physician Assistant,S,WARFARIN SODIUM,WARFARIN SODIUM,13,63,106.9,3208,779.02,13,,63,,106.9,3208,779.02,38
-1703294980,DUGGIRALA,AMAR,POOLESVILLE,MD,Family Practice,S,TRAMADOL HCL,TRAMADOL HCL,,16,20,386,201.07,,*,16,,20,386,201.07,32
-1662883846,ARANO,KRISTINE,OLATHE,KS,Internal Medicine,S,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,,34,54,1604,7279.3,,#,,#,,,,41
-1975050425,VOGES,CHAD,SAINT PETERS,MO,Family Practice,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,27,95,157,4711,1489.7,,#,56,,108,3240,1075.29,33
2006971089,STURM,ELIZABETH,COMMACK,NY,Internal Medicine,S,SANTYL,COLLAGENASE CLOSTRIDIUM HIST.,,14,14,85,3093.26,,*,14,,14,85,3093.26,34
-1783783290,LABOVITZ,RACHEL,BIRMINGHAM,AL,Internal Medicine,S,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,33,105,155,4628,1550.77,20,,74,,114,3398,1069.64,38
-1753486244,ILLURI,VIDHYA,SAN ANTONIO,TX,Endocrinology,S,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,37,150,215,6439,2422.47,21,,95,,128,3829,1402.96,49
2006827117,PARSONS,KELLY,CINCINNATI,OH,Nurse Practitioner,S,METHYLPREDNISOLONE,METHYLPREDNISOLONE,20,21,21,126,349.36,,#,,#,,,,44
-1430491033,RANON,ERIC,WINTER HAVEN,FL,Internal Medicine,S,DULOXETINE HCL,DULOXETINE HCL,22,142,174,5220,26055.42,,*,38,,50,1500,9842.54,47
-2107164104,HOLDER,CAROL,UNION SPRINGS,AL,Nurse Practitioner,S,VENLAFAXINE HCL ER,VENLAFAXINE HCL,44,200,313.6,8808,2072.45,30,,142,,223,6184,1480.89,35
2006875093,KIPP,RICHARD,SIOUX CITY,IA,Family Practice,S,SODIUM CHLORIDE,SODIUM CHLORIDE IRRIG SOLUTION,,12,12,62,131.05,,*,12,,12,62,131.05,34
-1743764405,FREDERIXON,PETER,APPLE VALLEY,MN,Family Practice,S,CRESTOR,ROSUVASTATIN CALCIUM,13,42,82,2460,20148.13,,*,30,,60,1800,14471.56,45
-1309288426,RIVERA MACMURRAY,SUZETTE,SAN JUAN,PR,Gastroenterology,S,FAMOTIDINE,FAMOTIDINE,24,35,38,1120,339,24,,35,,38,1120,339,52
-1480040098,BARDEN,NATHAN,OSCODA,MI,Physician Assistant,S,SIMVASTATIN,SIMVASTATIN,37,113,331,9930,1458.39,26,,80,,234,7020,1156.03,51
-1480807973,MNATSAKANYAN,LILIT,ORANGE,CA,Neurology,S,VIMPAT,LACOSAMIDE,15,109,110.8,3275,89806.07,0,,0,,0,0,0,44
-1773945834,BATRA,KRISHAN,TARPON SPRINGS,FL,Psychiatry,S,TRIHEXYPHENIDYL HCL,TRIHEXYPHENIDYL HCL,,26,36,1080,180.95,,*,,*,,,,35
2036108934,WOLDEHIWOT,GIZAW,BALTIMORE,MD,Geriatric Medicine,S,SODIUM CHLORIDE,0.9 % SODIUM CHLORIDE,,15,15,34,500.77,,#,,#,,,,33
-1743507474,MCGEE,KATHRYN,TAYLOR,TX,Nurse Practitioner,S,ZOLPIDEM TARTRATE,ZOLPIDEM TARTRATE,12,28,28,840,123.74,,*,12,,12,360,54.92,42
-1743742442,OWENS,LANCE,WYOMING,MI,Family Practice,S,TOUJEO SOLOSTAR,"INSULIN GLARGINE,HUM.REC.ANLOG",,33,51.7,1509,16638.46,,#,,#,,,,36
